"","x"
"7163",1
"7164",0
"7165",2
"7166",0
"7167",6
"7168",11
"7169",1
"7170",6
"7171",0
"7172",1
"7173",6
"7174",4
"7175",5
"7176",1
"7177",2
"7178",0
"7179",0
"7180",7
"7181",2
"7182",2
"7183",4
"7184",12
"7185",0
"7186",1
"7187",0
"7188",0
"7189",4
"7190",7
"7191",0
"7192",3
"7193",0
"7194",9
"7195",0
"7196",2
"7197",0
"7198",9
"7199",3
"7200",6
"7201",1
"7202",2
"7203",0
"7204",1
"7205",1
"7206",1
"7207",0
"7208",4
"7209",3
"7210",9
"7211",2
"7212",1
"7213",0
"7214",0
"7215",0
"7216",0
"7217",5
"7218",1
"7219",8
"7220",4
"7221",0
"7222",4
"7223",3
"7224",7
"7225",0
"7226",0
"7227",3
"7228",1
"7229",3
"7230",3
"7231",1
"7232",3
"7233",2
"7234",6
"7235",4
"7236",3
"7237",1
"7238",1
"7239",3
"7240",2
"7241",2
"7242",1
"7243",2
"7244",0
"7245",2
"7246",0
"7247",6
"7248",1
"7249",7
"7250",3
"7251",0
"7252",0
"7253",0
"7254",1
"7255",0
"7256",0
"7257",2
"7258",0
"7259",0
"7260",12
"7261",2
"7262",1
"7263",2
"7264",2
"7265",0
"7266",8
"7267",1
"7268",0
"7269",4
"7270",2
"7271",2
"7272",1
"7273",2
"7274",4
"7275",3
"7276",3
"7277",2
"7278",5
"7279",0
"7280",14
"7281",2
"7282",6
"7283",2
"7284",1
"7285",0
"7286",2
"7287",0
"7288",2
"7289",2
"7290",2
"7291",4
"7292",0
"7293",4
"7294",8
"7295",2
"7296",5
"7297",6
"7298",1
"7299",1
"7300",1
"7301",2
"7302",5
"7303",1
"7304",0
"7305",0
"7306",7
"7307",0
"7308",0
"7309",0
"7310",4
"7311",4
"7312",1
"7313",6
"7314",4
"7315",1
"7316",2
"7317",2
"7318",1
"7319",5
"7320",0
"7321",0
"7322",2
"7323",5
"7324",4
"7325",0
"7326",1
"7327",5
"7328",0
"7329",0
"7330",0
"7331",1
"7332",2
"7333",1
"7334",2
"7335",2
"7336",0
"7337",1
"7338",1
"7339",13
"7340",1
"7341",3
"7342",3
"7343",1
"7344",1
"7345",0
"7346",1
"7347",2
"7348",0
"7349",12
"7350",5
"7351",5
"7352",2
"7353",1
"7354",0
"7355",3
"7356",5
"7357",1
"7358",5
"7359",3
"7360",4
"7361",2
"7362",3
"7363",0
"7364",1
"7365",2
"7366",3
"7367",8
"7368",4
"7369",3
"7370",0
"7371",1
"7372",15
"7373",2
"7374",28
"7375",2
"7376",2
"7377",1
"7378",1
"7379",5
"7380",2
"7381",6
"7382",0
"7383",5
"7384",4
"7385",0
"7386",9
"7387",1
"7388",1
"7389",24
"7390",5
"7391",2
"7392",0
"7393",5
"7394",0
"7395",0
"7396",5
"7397",0
"7398",0
"7399",4
"7400",0
"7401",1
"7402",5
"7403",0
"7404",2
"7405",9
"7406",3
"7407",3
"7408",6
"7409",0
"7410",5
"7411",3
"7412",5
"7413",2
"7414",9
"7415",2
"7416",2
"7417",3
"7418",0
"7419",2
"7420",4
"7421",3
"7422",2
"7423",1
"7424",2
"7425",1
"7426",0
"7427",0
"7428",5
"7429",0
"7430",4
"7431",15
"7432",1
"7433",2
"7434",3
"7435",0
"7436",0
"7437",1
"7438",21
"7439",5
"7440",8
"7441",4
"7442",10
"7443",1
"7444",6
"7445",6
"7446",0
"7447",1
"7448",15
"7449",2
"7450",1
"7451",7
"7452",2
"7453",2
"7454",4
"7455",8
"7456",0
"7457",5
"7458",9
"7459",3
"7460",0
"7461",2
"7462",1
"7463",0
"7464",2
"7465",3
"7466",0
"7467",4
"7468",0
"7469",2
"7470",0
"7471",2
"7472",1
"7473",0
"7474",1
"7475",3
"7476",3
"7477",1
"7478",0
"7479",1
"7480",0
"7481",4
"7482",0
"7483",0
"7484",3
"7485",0
"7486",1
"7487",6
"7488",0
"7489",9
"7490",9
"7491",1
"7492",1
"7493",1
"7494",1
"7495",3
"7496",0
"7497",10
"7498",2
"7499",2
"7500",6
"7501",0
"7502",9
"7503",1
"7504",1
"7505",2
"7506",0
"7507",1
"7508",1
"7509",1
"7510",0
"7511",1
"7512",0
"7513",5
"7514",3
"7515",11
"7516",23
"7517",8
"7518",10
"7519",3
"7520",2
"7521",1
"7522",3
"7523",0
"7524",5
"7525",0
"7526",4
"7527",1
"7528",1
"7529",11
"7530",11
"7531",6
"7532",0
"7533",0
"7534",0
"7535",12
"7536",0
"7537",19
"7538",5
"7539",10
"7540",12
"7541",0
"7542",0
"7543",1
"7544",4
"7545",0
"7546",1
"7547",3
"7548",2
"7549",2
"7550",2
"7551",0
"7552",2
"7553",0
"7554",4
"7555",1
"7556",8
"7557",10
"7558",2
"7559",0
"7560",1
"7561",7
"7562",4
"7563",5
"7564",8
"7565",1
"7566",6
"7567",2
"7568",0
"7569",0
"7570",0
"7571",8
"7572",0
"7573",7
"7574",0
"7575",3
"7576",1
"7577",0
"7578",4
"7579",1
"7580",3
"7581",0
"7582",2
"7583",1
"7584",0
"7585",2
"7586",4
"7587",10
"7588",12
"7589",5
"7590",3
"7591",4
"7592",0
"7593",0
"7594",0
"7595",1
"7596",9
"7597",5
"7598",1
"7599",1
"7600",3
"7601",1
"7602",5
"7603",1
"7604",8
"7605",4
"7606",2
"7607",0
"7608",5
"7609",0
"7610",9
"7611",4
"7612",0
"7613",0
"7614",6
"7615",4
"7616",1
"7617",1
"7618",7
"7619",0
"7620",0
"7621",0
"7622",3
"7623",3
"7624",3
"7625",2
"7626",1
"7627",11
"7628",0
"7629",0
"7630",8
"7631",6
"7632",2
"7633",6
"7634",2
"7635",0
"7636",5
"7637",0
"7638",0
"7639",3
"7640",2
"7641",2
"7642",1
"7643",0
"7644",11
"7645",2
"7646",0
"7647",0
"7648",7
"7649",2
"7650",1
"7651",5
"7652",2
"7653",0
"7654",1
"7655",2
"7656",2
"7657",1
"7658",1
"7659",9
"7660",0
"7661",2
"7662",8
"7663",4
"7664",5
"7665",9
"7666",1
"7667",6
"7668",10
"7669",0
"7670",1
"7671",0
"7672",0
"7673",1
"7674",1
"7675",3
"7676",2
"7677",8
"7678",0
"7679",1
"7680",2
"7681",3
"7682",1
"7683",11
"7684",1
"7685",1
"7686",2
"7687",1
"7688",3
"7689",3
"7690",5
"7691",0
"7692",0
"7693",3
"7694",1
"7695",7
"7696",0
"7697",9
"7698",12
"7699",4
"7700",0
"7701",0
"7702",7
"7703",0
"7704",0
"7705",5
"7706",12
"7707",0
"7708",4
"7709",2
"7710",9
"7711",1
"7712",4
"7713",4
"7714",0
"7715",6
"7716",0
"7717",0
"7718",0
"7719",1
"7720",0
"7721",2
"7722",10
"7723",1
"7724",6
"7725",2
"7726",3
"7727",0
"7728",0
"7729",4
"7730",0
"7731",1
"7732",7
"7733",2
"7734",1
"7735",0
"7736",0
"7737",2
"7738",4
"7739",0
"7740",6
"7741",0
"7742",3
"7743",4
"7744",2
"7745",4
"7746",0
"7747",0
"7748",6
"7749",14
"7750",0
"7751",3
"7752",1
"7753",2
"7754",2
"7755",0
"7756",5
"7757",2
"7758",1
"7759",7
"7760",11
"7761",0
"7762",4
"7763",3
"7764",1
"7765",2
"7766",1
"7767",4
"7768",4
"7769",0
"7770",3
"7771",5
"7772",13
"7773",23
"7774",2
"7775",6
"7776",1
"7777",2
"7778",4
"7779",6
"7780",6
"7781",2
"7782",0
"7783",4
"7784",1
"7785",8
"7786",1
"7787",0
"7788",0
"7789",2
"7790",10
"7791",5
"7792",10
"7793",2
"7794",0
"7795",7
"7796",8
"7797",2
"7798",2
"7799",1
"7800",16
"7801",1
"7802",1
"7803",3
"7804",0
"7805",0
"7806",4
"7807",1
"7808",2
"7809",0
"7810",1
"7811",14
"7812",5
"7813",5
"7814",2
"7815",1
"7816",0
"7817",1
"7818",0
"7819",9
"7820",4
"7821",2
"7822",0
"7823",0
"7824",14
"7825",9
"7826",2
"7827",0
"7828",4
"7829",2
"7830",2
"7831",1
"7832",5
"7833",5
"7834",12
"7835",8
"7836",6
"7837",3
"7838",0
"7839",1
"7840",2
"7841",0
"7842",1
"7843",7
"7844",1
"7845",1
"7846",0
"7847",9
"7848",1
"7849",6
"7850",1
"7851",0
"7852",1
"7853",0
"7854",2
"7855",0
"7856",5
"7857",2
"7858",0
"7859",0
"7860",7
"7861",8
"7862",12
"7863",4
"7864",6
"7865",0
"7866",6
"7867",2
"7868",1
"7869",0
"7870",2
"7871",8
"7872",10
"7873",2
"7874",0
"7875",10
"7876",4
"7877",0
"7878",9
"7879",5
"7880",0
"7881",10
"7882",0
"7883",0
"7884",0
"7885",0
"7886",1
"7887",0
"7888",3
"7889",1
"7890",3
"7891",3
"7892",0
"7893",10
"7894",6
"7895",0
"7896",2
"7897",3
"7898",15
"7899",7
"7900",13
"7901",2
"7902",18
"7903",1
"7904",4
"7905",1
"7906",12
"7907",2
"7908",4
"7909",6
"7910",4
"7911",7
"7912",2
"7913",5
"7914",1
"7915",0
"7916",0
"7917",1
"7918",2
"7919",4
"7920",0
"7921",0
"7922",0
"7923",2
"7924",0
"7925",0
"7926",0
"7927",2
"7928",1
"7929",1
"7930",4
"7931",0
"7932",3
"7933",1
"7934",8
"7935",2
"7936",0
"7937",1
"7938",10
"7939",9
"7940",3
"7941",6
"7942",3
"7943",4
"7944",4
"7945",2
"7946",1
"7947",2
"7948",4
"7949",4
"7950",3
"7951",7
"7952",2
"7953",4
"7954",2
"7955",0
"7956",1
"7957",5
"7958",1
"7959",1
"7960",2
"7961",9
"7962",0
"7963",3
"7964",0
"7965",1
"7966",9
"7967",1
"7968",4
"7969",0
"7970",18
"7971",3
"7972",1
"7973",4
"7974",3
"7975",9
"7976",0
"7977",1
"7978",4
"7979",2
"7980",1
"7981",0
"7982",5
"7983",6
"7984",20
"7985",4
"7986",5
"7987",9
"7988",0
"7989",0
"7990",3
"7991",0
"7992",10
"7993",6
"7994",1
"7995",1
"7996",2
"7997",6
"7998",22
"7999",1
"8000",0
"8001",5
"8002",8
"8003",1
"8004",3
"8005",1
"8006",2
"8007",15
"8008",1
"8009",4
"8010",6
"8011",0
"8012",0
"8013",4
"8014",14
"8015",1
"8016",1
"8017",0
"8018",0
"8019",1
"8020",2
"8021",1
"8022",3
"8023",9
"8024",0
"8025",5
"8026",0
"8027",3
"8028",2
"8029",0
"8030",4
"8031",0
"8032",6
"8033",1
"8034",3
"8035",4
"8036",4
"8037",0
"8038",0
"8039",1
"8040",13
"8041",1
"8042",5
"8043",11
"8044",1
"8045",9
"8046",4
"8047",2
"8048",5
"8049",4
"8050",0
"8051",0
"8052",0
"8053",4
"8054",2
"8055",2
"8056",2
"8057",1
"8058",0
"8059",2
"8060",3
"8061",4
"8062",1
"8063",2
"8064",1
"8065",3
"8066",8
"8067",1
"8068",0
"8069",7
"8070",0
"8071",3
"8072",0
"8073",0
"8074",0
"8075",0
"8076",0
"8077",6
"8078",4
"8079",0
"8080",0
"8081",4
"8082",3
"8083",2
"8084",1
"8085",12
"8086",6
"8087",1
"8088",0
"8089",5
"8090",9
"8091",6
"8092",5
"8093",0
"8094",2
"8095",2
"8096",1
"8097",0
"8098",6
"8099",1
"8100",0
"8101",1
"8102",4
"8103",0
"8104",1
"8105",3
"8106",0
"8107",6
"8108",0
"8109",11
"8110",6
"8111",0
"8112",5
"8113",2
"8114",0
"8115",4
"8116",0
"8117",0
"8118",3
"8119",2
"8120",4
"8121",4
"8122",20
"8123",3
"8124",0
"8125",3
"8126",3
"8127",1
"8128",1
"8129",3
"8130",2
"8131",0
"8132",0
"8133",1
"8134",0
"8135",1
"8136",18
"8137",4
"8138",6
"8139",2
"8140",5
"8141",2
"8142",5
"8143",0
"8144",4
"8145",1
"8146",4
"8147",10
"8148",2
"8149",11
"8150",2
"8151",1
"8152",6
"8153",0
"8154",2
"8155",5
"8156",2
"8157",2
"8158",2
"8159",0
"8160",0
"8161",2
"8162",3
"8163",0
"8164",1
"8165",2
"8166",4
"8167",1
"8168",9
"8169",7
"8170",0
"8171",3
"8172",3
"8173",1
"8174",5
"8175",0
"8176",0
"8177",5
"8178",6
"8179",4
"8180",2
"8181",0
"8182",0
"8183",3
"8184",5
"8185",12
"8186",8
"8187",3
"8188",0
"8189",2
"8190",3
"8191",0
"8192",4
"8193",3
"8194",0
"8195",4
"8196",6
"8197",4
"8198",0
"8199",0
"8200",12
"8201",0
"8202",5
"8203",2
"8204",1
"8205",2
"8206",0
"8207",0
"8208",11
"8209",4
"8210",2
"8211",7
"8212",0
"8213",3
"8214",0
"8215",6
"8216",0
"8217",11
"8218",8
"8219",1
"8220",2
"8221",0
"8222",1
"8223",3
"8224",3
"8225",2
"8226",1
"8227",1
"8228",0
"8229",0
"8230",1
"8231",6
"8232",4
"8233",7
"8234",8
"8235",1
"8236",1
"8237",2
"8238",2
"8239",2
"8240",5
"8241",0
"8242",6
"8243",0
"8244",1
"8245",5
"8246",8
"8247",2
"8248",1
"8249",5
"8250",8
"8251",6
"8252",10
"8253",0
"8254",3
"8255",2
"8256",2
"8257",5
"8258",4
"8259",1
"8260",15
"8261",10
"8262",11
"8263",1
"8264",5
"8265",0
"8266",5
"8267",2
"8268",6
"8269",1
"8270",3
"8271",5
"8272",2
"8273",0
"8274",4
"8275",0
"8276",5
"8277",1
"8278",1
"8279",2
"8280",3
"8281",5
"8282",0
"8283",12
"8284",1
"8285",4
"8286",7
"8287",6
"8288",0
"8289",0
"8290",7
"8291",10
"8292",1
"8293",1
"8294",2
"8295",13
"8296",0
"8297",4
"8298",1
"8299",16
"8300",3
"8301",10
"8302",7
"8303",1
"8304",0
"8305",2
"8306",11
"8307",3
"8308",5
"8309",1
"8310",8
"8311",2
"8312",4
"8313",7
"8314",4
"8315",0
"8316",25
"8317",2
"8318",1
"8319",1
"8320",2
"8321",3
"8322",0
"8323",0
"8324",2
"8325",3
"8326",6
"8327",0
"8328",0
"8329",1
"8330",0
"8331",0
"8332",0
"8333",11
"8334",8
"8335",1
"8336",1
"8337",1
"8338",5
"8339",3
"8340",8
"8341",1
"8342",0
"8343",3
"8344",2
"8345",2
"8346",0
"8347",1
"8348",0
"8349",4
"8350",1
"8351",3
"8352",8
"8353",4
"8354",1
"8355",2
"8356",0
"8357",4
"8358",14
"8359",6
"8360",2
"8361",2
"8362",4
"8363",8
"8364",1
"8365",7
"8366",5
"8367",1
"8368",6
"8369",5
"8370",0
"8371",3
"8372",1
"8373",3
"8374",1
"8375",2
"8376",0
"8377",0
"8378",0
"8379",0
"8380",0
"8381",2
"8382",6
"8383",3
"8384",6
"8385",6
"8386",3
"8387",1
"8388",0
"8389",2
"8390",3
"8391",0
"8392",5
"8393",2
"8394",0
"8395",0
"8396",5
"8397",2
"8398",2
"8399",1
"8400",2
"8401",0
"8402",0
"8403",2
"8404",3
"8405",2
"8406",0
"8407",4
"8408",0
"8409",0
"8410",2
"8411",8
"8412",1
"8413",0
"8414",2
"8415",1
"8416",4
"8417",6
"8418",4
"8419",0
"8420",4
"8421",2
"8422",5
"8423",1
"8424",2
"8425",2
"8426",4
"8427",0
"8428",6
"8429",5
"8430",5
"8431",0
"8432",8
"8433",12
"8434",3
"8435",7
"8436",0
"8437",3
"8438",0
"8439",0
"8440",2
"8441",3
"8442",0
"8443",11
"8444",1
"8445",5
"8446",2
"8447",3
"8448",1
"8449",2
"8450",11
"8451",3
"8452",3
"8453",0
"8454",6
"8455",0
"8456",7
"8457",1
"8458",3
"8459",0
"8460",1
"8461",3
"8462",10
"8463",0
"8464",2
"8465",2
"8466",0
"8467",3
"8468",10
"8469",3
"8470",5
"8471",2
"8472",10
"8473",0
"8474",1
"8475",12
"8476",1
"8477",12
"8478",8
"8479",0
"8480",0
"8481",1
"8482",4
"8483",2
"8484",4
"8485",0
"8486",6
"8487",0
"8488",8
"8489",3
"8490",4
"8491",5
"8492",4
"8493",3
"8494",1
"8495",2
"8496",0
"8497",1
"8498",5
"8499",2
"8500",0
"8501",0
"8502",2
"8503",24
"8504",0
"8505",19
"8506",1
"8507",0
"8508",18
"8509",4
"8510",8
"8511",1
"8512",1
"8513",5
"8514",4
"8515",2
"8516",7
"8517",0
"8518",2
"8519",0
"8520",1
"8521",5
"8522",6
"8523",5
"8524",0
"8525",0
"8526",1
"8527",6
"8528",4
"8529",2
"8530",0
"8531",4
"8532",7
"8533",0
"8534",0
"8535",7
"8536",0
"8537",0
"8538",0
"8539",3
"8540",2
"8541",0
"8542",0
"8543",8
"8544",0
"8545",1
"8546",0
"8547",0
"8548",5
"8549",0
"8550",0
"8551",16
"8552",0
"8553",0
"8554",3
"8555",5
"8556",3
"8557",2
"8558",1
"8559",3
"8560",2
"8561",9
"8562",0
"8563",0
"8564",8
"8565",3
"8566",0
"8567",6
"8568",7
"8569",4
"8570",4
"8571",2
"8572",3
"8573",2
"8574",7
"8575",0
"8576",6
"8577",0
"8578",1
"8579",0
"8580",2
"8581",3
"8582",2
"8583",3
"8584",1
"8585",1
"8586",0
"8587",1
"8588",1
"8589",0
"8590",2
"8591",1
"8592",3
"8593",0
"8594",5
"8595",8
"8596",4
"8597",0
"8598",1
"8599",2
"8600",0
"8601",0
"8602",1
"8603",7
"8604",11
"8605",4
"8606",8
"8607",16
"8608",1
"8609",0
"8610",8
"8611",1
"8612",1
"8613",1
"8614",2
"8615",0
"8616",9
"8617",7
"8618",0
"8619",6
"8620",0
"8621",2
"8622",0
"8623",2
"8624",1
"8625",10
"8626",5
"8627",1
"8628",0
"8629",1
"8630",5
"8631",2
"8632",0
"8633",0
"8634",3
"8635",3
"8636",1
"8637",1
"8638",0
"8639",4
"8640",0
"8641",7
"8642",8
"8643",0
"8644",0
"8645",2
"8646",2
"8647",2
"8648",0
"8649",0
"8650",4
"8651",1
"8652",2
"8653",5
"8654",0
"8655",7
"8656",3
"8657",2
"8658",7
"8659",2
"8660",3
"8661",2
"8662",3
"8663",5
"8664",5
"8665",5
"8666",0
"8667",0
"8668",11
"8669",2
"8670",1
"8671",3
"8672",0
"8673",0
"8674",3
"8675",3
"8676",2
"8677",0
"8678",0
"8679",1
"8680",0
"8681",6
"8682",11
"8683",1
"8684",2
"8685",2
"8686",2
"8687",5
"8688",1
"8689",4
"8690",4
"8691",2
"8692",3
"8693",8
"8694",2
"8695",0
"8696",1
"8697",6
"8698",3
"8699",16
"8700",0
"8701",3
"8702",3
"8703",2
"8704",1
"8705",5
"8706",2
"8707",0
"8708",0
"8709",7
"8710",1
"8711",1
"8712",0
"8713",0
"8714",4
"8715",2
"8716",1
"8717",2
"8718",1
"8719",6
"8720",6
"8721",2
"8722",1
"8723",3
"8724",1
"8725",4
"8726",4
"8727",2
"8728",0
"8729",1
"8730",1
"8731",1
"8732",2
"8733",1
"8734",2
"8735",5
"8736",3
"8737",7
"8738",6
"8739",6
"8740",3
"8741",0
"8742",3
"8743",4
"8744",3
"8745",11
"8746",1
"8747",0
"8748",6
"8749",0
"8750",11
"8751",11
"8752",2
"8753",1
"8754",1
"8755",2
"8756",4
"8757",4
"8758",2
"8759",2
"8760",1
"8761",0
"8762",6
"8763",12
"8764",1
"8765",0
"8766",2
"8767",3
"8768",0
"8769",3
"8770",1
"8771",5
"8772",15
"8773",12
"8774",0
"8775",1
"8776",1
"8777",1
"8778",0
"8779",3
"8780",0
"8781",5
"8782",0
"8783",9
"8784",1
"8785",10
"8786",4
"8787",0
"8788",3
"8789",3
"8790",23
"8791",2
"8792",0
"8793",1
"8794",3
"8795",13
"8796",2
"8797",0
"8798",0
"8799",3
"8800",15
"8801",10
"8802",0
"8803",1
"8804",0
"8805",0
"8806",4
"8807",7
"8808",3
"8809",1
"8810",2
"8811",0
"8812",0
"8813",2
"8814",2
"8815",1
"8816",6
"8817",0
"8818",8
"8819",1
"8820",8
"8821",6
"8822",1
"8823",0
"8824",3
"8825",1
"8826",0
"8827",4
"8828",0
"8829",1
"8830",3
"8831",1
"8832",1
"8833",1
"8834",2
"8835",17
"8836",3
"8837",6
"8838",0
"8839",0
"8840",2
"8841",3
"8842",2
"8843",1
"8844",1
"8845",2
"8846",2
"8847",4
"8848",2
"8849",0
"8850",0
"8851",0
"8852",3
"8853",3
"8854",5
"8855",0
"8856",2
"8857",0
"8858",1
"8859",0
"8860",2
"8861",0
"8862",3
"8863",1
"8864",1
"8865",3
"8866",0
"8867",1
"8868",2
"8869",7
"8870",1
"8871",0
"8872",3
"8873",3
"8874",7
"8875",1
"8876",1
"8877",14
"8878",4
"8879",0
"8880",0
"8881",1
"8882",2
"8883",5
"8884",0
"8885",6
"8886",4
"8887",5
"8888",1
"8889",0
"8890",4
"8891",0
"8892",1
"8893",2
"8894",0
"8895",5
"8896",10
"8897",0
"8898",4
"8899",8
"8900",3
"8901",0
"8902",2
"8903",0
"8904",10
"8905",0
"8906",4
"8907",10
"8908",9
"8909",5
"8910",0
"8911",3
"8912",3
"8913",2
"8914",4
"8915",9
"8916",0
"8917",0
"8918",0
"8919",4
"8920",0
"8921",1
"8922",3
"8923",11
"8924",1
"8925",3
"8926",1
"8927",5
"8928",4
"8929",0
"8930",1
"8931",2
"8932",6
"8933",12
"8934",6
"8935",13
"8936",2
"8937",1
"8938",2
"8939",19
"8940",3
"8941",8
"8942",14
"8943",0
"8944",7
"8945",7
"8946",6
"8947",2
"8948",2
"8949",2
"8950",0
"8951",0
"8952",0
"8953",1
"8954",2
"8955",0
"8956",1
"8957",2
"8958",6
"8959",10
"8960",0
"8961",15
"8962",18
"8963",1
"8964",2
"8965",4
"8966",5
"8967",6
"8968",5
"8969",0
"8970",2
"8971",1
"8972",3
"8973",2
"8974",4
"8975",1
"8976",5
"8977",0
"8978",8
"8979",6
"8980",1
"8981",0
"8982",1
"8983",1
"8984",1
"8985",0
"8986",0
"8987",12
"8988",0
"8989",7
"8990",0
"8991",23
"8992",7
"8993",1
"8994",3
"8995",0
"8996",7
"8997",1
"8998",1
"8999",1
"9000",4
"9001",1
"9002",5
"9003",2
"9004",7
"9005",2
"9006",7
"9007",1
"9008",1
"9009",2
"9010",0
"9011",4
"9012",2
"9013",0
"9014",5
"9015",5
"9016",1
"9017",4
"9018",0
"9019",5
"9020",12
"9021",1
"9022",2
"9023",1
"9024",9
"9025",3
"9026",0
"9027",13
"9028",3
"9029",1
"9030",3
"9031",1
"9032",1
"9033",2
"9034",3
"9035",4
"9036",7
"9037",4
"9038",0
"9039",4
"9040",2
"9041",1
"9042",1
"9043",1
"9044",3
"9045",3
"9046",3
"9047",8
"9048",9
"9049",13
"9050",0
"9051",4
"9052",0
"9053",5
"9054",3
"9055",7
"9056",0
"9057",3
"9058",4
"9059",3
"9060",2
"9061",4
"9062",1
"9063",7
"9064",0
"9065",5
"9066",0
"9067",3
"9068",2
"9069",8
"9070",2
"9071",4
"9072",4
"9073",10
"9074",2
"9075",1
"9076",1
"9077",2
"9078",0
"9079",7
"9080",9
"9081",5
"9082",3
"9083",2
"9084",5
"9085",2
"9086",0
"9087",0
"9088",12
"9089",1
"9090",6
"9091",1
"9092",10
"9093",9
"9094",2
"9095",2
"9096",3
"9097",0
"9098",2
"9099",7
"9100",2
"9101",10
"9102",0
"9103",1
"9104",1
"9105",2
"9106",1
"9107",0
"9108",8
"9109",7
"9110",2
"9111",0
"9112",11
"9113",0
"9114",0
"9115",0
"9116",8
"9117",1
"9118",2
"9119",3
"9120",5
"9121",4
"9122",3
"9123",0
"9124",1
"9125",5
"9126",1
"9127",0
"9128",2
"9129",0
"9130",0
"9131",1
"9132",0
"9133",3
"9134",0
"9135",3
"9136",0
"9137",1
"9138",5
"9139",2
"9140",3
"9141",0
"9142",6
"9143",4
"9144",1
"9145",2
"9146",0
"9147",2
"9148",5
"9149",13
"9150",4
"9151",0
"9152",2
"9153",2
"9154",3
"9155",5
"9156",2
"9157",6
"9158",1
"9159",2
"9160",2
"9161",0
"9162",0
"9163",0
"9164",5
"9165",1
"9166",1
"9167",3
"9168",2
"9169",6
"9170",0
"9171",1
"9172",1
"9173",8
"9174",2
"9175",9
"9176",0
"9177",3
"9178",0
"9179",0
"9180",3
"9181",4
"9182",0
"9183",2
"9184",7
"9185",2
"9186",0
"9187",0
"9188",1
"9189",4
"9190",5
"9191",2
"9192",0
"9193",1
"9194",9
"9195",1
"9196",2
"9197",0
"9198",2
"9199",0
"9200",0
"9201",3
"9202",2
"9203",0
"9204",2
"9205",0
"9206",2
"9207",0
"9208",3
"9209",0
"9210",3
"9211",5
"9212",1
"9213",4
"9214",5
"9215",1
"9216",0
"9217",3
"9218",4
"9219",6
"9220",3
"9221",0
"9222",3
"9223",1
"9224",0
"9225",1
"9226",0
"9227",5
"9228",2
"9229",6
"9230",5
"9231",1
"9232",0
"9233",3
"9234",5
"9235",1
"9236",0
"9237",3
"9238",1
"9239",7
"9240",9
"9241",11
"9242",2
"9243",3
"9244",0
"9245",2
"9246",9
"9247",8
"9248",5
"9249",1
"9250",0
"9251",5
"9252",2
"9253",0
"9254",7
"9255",1
"9256",1
"9257",0
"9258",1
"9259",5
"9260",2
"9261",0
"9262",16
"9263",2
"9264",1
"9265",12
"9266",0
"9267",3
"9268",2
"9269",3
"9270",1
"9271",2
"9272",1
"9273",5
"9274",4
"9275",0
"9276",5
"9277",1
"9278",0
"9279",1
"9280",4
"9281",6
"9282",9
"9283",1
"9284",1
"9285",9
"9286",1
"9287",3
"9288",1
"9289",0
"9290",2
"9291",0
"9292",12
"9293",0
"9294",12
"9295",4
"9296",2
"9297",6
"9298",8
"9299",1
"9300",2
"9301",0
"9302",3
"9303",2
"9304",0
"9305",0
"9306",2
"9307",2
"9308",0
"9309",4
"9310",2
"9311",1
"9312",0
"9313",1
"9314",10
"9315",3
"9316",0
"9317",3
"9318",9
"9319",0
"9320",0
"9321",5
"9322",1
"9323",5
"9324",6
"9325",0
"9326",2
"9327",7
"9328",0
"9329",0
"9330",2
"9331",6
"9332",2
"9333",0
"9334",1
"9335",1
"9336",3
"9337",2
"9338",12
"9339",5
"9340",0
"9341",5
"9342",1
"9343",2
"9344",0
"9345",1
"9346",4
"9347",1
"9348",6
"9349",4
"9350",0
"9351",0
"9352",1
"9353",5
"9354",2
"9355",0
"9356",3
"9357",20
"9358",4
"9359",4
"9360",0
"9361",4
"9362",4
"9363",5
"9364",0
"9365",1
"9366",11
"9367",2
"9368",6
"9369",2
"9370",2
"9371",1
"9372",0
"9373",6
"9374",4
"9375",3
"9376",3
"9377",4
"9378",1
"9379",3
"9380",2
"9381",2
"9382",1
"9383",7
"9384",1
"9385",13
"9386",0
"9387",4
"9388",0
"9389",1
"9390",1
"9391",12
"9392",1
"9393",7
"9394",2
"9395",0
"9396",2
"9397",1
"9398",0
"9399",8
"9400",8
"9401",3
"9402",2
"9403",0
"9404",0
"9405",0
"9406",12
"9407",0
"9408",6
"9409",6
"9410",0
"9411",1
"9412",1
"9413",0
"9414",8
"9415",0
"9416",0
"9417",2
"9418",1
"9419",4
"9420",5
"9421",2
"9422",0
"9423",3
"9424",0
"9425",0
"9426",1
"9427",0
"9428",1
"9429",4
"9430",0
"9431",2
"9432",3
"9433",0
"9434",3
"9435",1
"9436",2
"9437",3
"9438",0
"9439",0
"9440",0
"9441",0
"9442",2
"9443",4
"9444",0
"9445",1
"9446",1
"9447",9
"9448",2
"9449",3
"9450",0
"9451",1
"9452",4
"9453",1
"9454",5
"9455",1
"9456",1
"9457",4
"9458",4
"9459",4
"9460",1
"9461",1
"9462",1
"9463",5
"9464",1
"9465",8
"9466",1
"9467",8
"9468",12
"9469",1
"9470",1
"9471",4
"9472",1
"9473",1
"9474",3
"9475",1
"9476",9
"9477",0
"9478",2
"9479",3
"9480",1
"9481",1
"9482",2
"9483",1
"9484",6
"9485",10
"9486",2
"9487",1
"9488",10
"9489",0
"9490",12
"9491",1
"9492",0
"9493",7
"9494",2
